"PLOT","SPCD","DIA","HT","Species"
"30504",94,3.8,21,"White Spruce"
"45323",95,4.9,32,"Black Spruce"
"45323",95,4.2,24,"Black Spruce"
"45323",95,4.3,24,"Black Spruce"
"60954",94,7,33,"White Spruce"
"60954",94,5.1,30,"White Spruce"
"60954",94,6.8,39,"White Spruce"
"60954",95,4.9,24,"Black Spruce"
"60954",95,3.8,24,"Black Spruce"
"60954",95,4.2,23,"Black Spruce"
"1699",95,5.7,39,"Black Spruce"
"1699",95,5.7,40,"Black Spruce"
"1699",95,5.5,40,"Black Spruce"
"35034",95,2.4,18,"Black Spruce"
"35034",95,1.3,9,"Black Spruce"
"35034",95,2.1,16,"Black Spruce"
"60168",95,3.2,19,"Black Spruce"
"60168",95,3.2,17,"Black Spruce"
"60168",95,2.6,15,"Black Spruce"
"39093",94,8.9,45,"White Spruce"
"39093",94,11.4,56,"White Spruce"
"39093",94,8.3,56,"White Spruce"
"42035",94,12.6,61,"White Spruce"
"42035",94,12.8,72,"White Spruce"
"42035",94,13,67,"White Spruce"
"23710",95,4,24,"Black Spruce"
"23710",95,3.9,26,"Black Spruce"
"23710",95,4.9,28,"Black Spruce"
"20962",94,8.9,53,"White Spruce"
"20962",94,5.9,35,"White Spruce"
"37443",95,3.2,22,"Black Spruce"
"37443",95,3.9,31,"Black Spruce"
"37443",95,3.8,22,"Black Spruce"
"37443",94,8.7,55,"White Spruce"
"37443",94,6.4,43,"White Spruce"
"37443",94,6.3,44,"White Spruce"
"32538",95,4,21,"Black Spruce"
"32538",95,4.6,22,"Black Spruce"
"32538",95,3.8,24,"Black Spruce"
"38929",95,3.5,22,"Black Spruce"
"38929",95,4,24,"Black Spruce"
"38929",95,4.4,22,"Black Spruce"
"33079",94,6.9,35,"White Spruce"
"33079",94,8,37,"White Spruce"
"33079",94,7.6,35,"White Spruce"
"48011",95,5.5,38,"Black Spruce"
"48011",95,7.1,40,"Black Spruce"
"48011",95,5.8,39,"Black Spruce"
"39764",94,10.9,48,"White Spruce"
"39764",94,14.7,49,"White Spruce"
"39764",94,12.1,58,"White Spruce"
"64065",95,3.4,19,"Black Spruce"
"64065",95,5,23,"Black Spruce"
"64065",94,16.7,76,"White Spruce"
"64065",94,10.2,43,"White Spruce"
"64065",94,12.8,71,"White Spruce"
"64065",95,4.1,25,"Black Spruce"
"39156",94,6.8,45,"White Spruce"
"39156",94,7.4,54,"White Spruce"
"11637",95,3.4,17,"Black Spruce"
"11637",95,3.2,16,"Black Spruce"
"11637",95,2.9,16,"Black Spruce"
"7968",94,11.8,56,"White Spruce"
"7968",94,10.5,50,"White Spruce"
"7968",94,17.2,62,"White Spruce"
"47149",95,5.2,26,"Black Spruce"
"47149",95,8.2,27,"Black Spruce"
"47149",95,5.3,24,"Black Spruce"
"22921",94,6.5,18,"White Spruce"
"22921",94,7,27,"White Spruce"
"22921",94,8.2,30,"White Spruce"
"52776",95,2.1,12,"Black Spruce"
"52776",95,3,17,"Black Spruce"
"52776",95,4.5,20,"Black Spruce"
"50381",95,3.3,20,"Black Spruce"
"50381",95,3.1,17,"Black Spruce"
"13964",94,7.1,36,"White Spruce"
"13964",94,8.3,41,"White Spruce"
"13964",94,8.2,39,"White Spruce"
"58842",95,4.7,38,"Black Spruce"
"58842",95,4.4,39,"Black Spruce"
"58842",95,3.8,28,"Black Spruce"
"39089",94,4.7,21,"White Spruce"
"39089",94,5.7,27,"White Spruce"
"39089",94,4.8,27,"White Spruce"
"1295",94,6.1,32,"White Spruce"
"64443",94,11.3,59,"White Spruce"
"64443",94,10.3,61,"White Spruce"
"64443",94,10.9,61,"White Spruce"
"14278",95,2,15,"Black Spruce"
"14278",95,2.6,15,"Black Spruce"
"14278",95,2.2,12,"Black Spruce"
"26393",264,16.3,66,"Mountain Hemlock"
"26393",264,12,60,"Mountain Hemlock"
"26393",264,14.8,61,"Mountain Hemlock"
"58341",108,6.5,29,"Lodgepole Pine"
"58341",108,7.5,34,"Lodgepole Pine"
"58341",108,8.2,28,"Lodgepole Pine"
"2516",264,16,74,"Mountain Hemlock"
"2516",264,12.7,76,"Mountain Hemlock"
"2516",264,11.6,77,"Mountain Hemlock"
"50223",94,5.9,21,"White Spruce"
"50223",94,6.3,26,"White Spruce"
"50223",94,6.2,25,"White Spruce"
"39643",94,12.5,44,"White Spruce"
"39643",94,9.5,45,"White Spruce"
"39643",94,10.6,34,"White Spruce"
"32970",95,3.3,23,"Black Spruce"
"31336",95,2.6,16,"Black Spruce"
"31336",95,3.2,19,"Black Spruce"
"31336",95,2.9,16,"Black Spruce"
"49585",264,6.8,17,"Mountain Hemlock"
"49585",264,7.1,24,"Mountain Hemlock"
"49585",264,5.8,15,"Mountain Hemlock"
"19673",264,9.7,32,"Mountain Hemlock"
"19673",264,8.6,31,"Mountain Hemlock"
"58457",264,6.9,25,"Mountain Hemlock"
"58457",264,8.9,30,"Mountain Hemlock"
"58457",264,12.2,36,"Mountain Hemlock"
"53738",264,8.8,34,"Mountain Hemlock"
"25203",94,8.2,30,"White Spruce"
"25203",94,9.8,57,"White Spruce"
"48916",264,5,12,"Mountain Hemlock"
"10006",108,7.7,35,"Lodgepole Pine"
"10006",108,8.8,45,"Lodgepole Pine"
"10006",108,7.5,39,"Lodgepole Pine"
"31021",94,15.7,36,"White Spruce"
"31021",94,9.8,35,"White Spruce"
"31021",94,9.7,30,"White Spruce"
"27489",264,9.6,33,"Mountain Hemlock"
"27489",264,10.2,61,"Mountain Hemlock"
"27489",264,7.5,29,"Mountain Hemlock"
"49177",264,7,21,"Mountain Hemlock"
"49177",264,10.1,33,"Mountain Hemlock"
"49793",94,6.9,35,"White Spruce"
"49793",94,12.9,56,"White Spruce"
"7802",94,5.5,28,"White Spruce"
"7802",94,7.7,25,"White Spruce"
"7802",94,6,23,"White Spruce"
"24809",94,13.2,77,"White Spruce"
"24809",94,10.6,72,"White Spruce"
"24809",94,8.4,60,"White Spruce"
"44400",95,5.6,30,"Black Spruce"
"18389",95,3.8,23,"Black Spruce"
"33780",95,4.9,35,"Black Spruce"
"33780",95,5.5,39,"Black Spruce"
"33780",95,4.9,31,"Black Spruce"
"33780",95,4.9,35,"Black Spruce"
"33780",95,5.5,39,"Black Spruce"
"33780",95,4.9,31,"Black Spruce"
"53762",95,5.4,48,"Black Spruce"
"53762",95,6,40,"Black Spruce"
"53762",95,5.6,49,"Black Spruce"
"16737",95,5.2,26,"Black Spruce"
"16737",95,5.2,28,"Black Spruce"
"16737",95,2.7,18,"Black Spruce"
"45540",94,9.3,48,"White Spruce"
"45540",94,6,40,"White Spruce"
"45540",94,7.2,40,"White Spruce"
"19800",95,6.2,34,"Black Spruce"
"19800",95,4.6,30,"Black Spruce"
"58983",94,9.4,42,"White Spruce"
"58983",94,7.7,40,"White Spruce"
"58983",94,8.2,41,"White Spruce"
"15725",95,6.1,33,"Black Spruce"
"15725",95,4.1,22,"Black Spruce"
"15725",95,3.7,21,"Black Spruce"
"22478",95,6.5,30,"Black Spruce"
"22478",95,5,24,"Black Spruce"
"22478",95,4.9,25,"Black Spruce"
"50271",94,5.9,32,"White Spruce"
"50271",94,8.9,51,"White Spruce"
"50271",94,8.6,45,"White Spruce"
"57416",95,2.6,14,"Black Spruce"
"57416",95,2.4,12,"Black Spruce"
"57416",95,2.6,16,"Black Spruce"
"27542",95,4.9,32,"Black Spruce"
"27542",95,4,28,"Black Spruce"
"27542",95,4.4,24,"Black Spruce"
"35902",94,9.3,48,"White Spruce"
"35902",94,7.7,56,"White Spruce"
"35902",94,6.9,46,"White Spruce"
"26821",94,6.7,36,"White Spruce"
"61932",95,4.2,26,"Black Spruce"
"61932",95,7.3,43,"Black Spruce"
"61932",95,6.6,37,"Black Spruce"
"3351",95,5.2,35,"Black Spruce"
"3351",95,5.2,35,"Black Spruce"
"8321",95,2,15,"Black Spruce"
"47099",95,5.4,34,"Black Spruce"
"47099",95,5.1,31,"Black Spruce"
"47099",95,5.2,30,"Black Spruce"
"51041",94,9,71,"White Spruce"
"51041",94,11.1,61,"White Spruce"
"51041",94,9.9,62,"White Spruce"
"42106",95,5.7,28,"Black Spruce"
"35981",95,5.1,30,"Black Spruce"
"35981",95,5,29,"Black Spruce"
"35981",95,5.2,36,"Black Spruce"
"11143",95,5.6,28,"Black Spruce"
"13627",94,8.1,38,"White Spruce"
"13627",94,8.3,61,"White Spruce"
"52308",95,4.1,34,"Black Spruce"
"52308",95,4.5,32,"Black Spruce"
"49793",94,10,46,"White Spruce"
"30853",94,6.5,42,"White Spruce"
"30853",94,6,44,"White Spruce"
"41682",94,6.1,29,"White Spruce"
"41682",94,5.7,21,"White Spruce"
"41682",94,8.4,24,"White Spruce"
"9633",94,5.9,29,"White Spruce"
"9633",94,8.4,36,"White Spruce"
"9633",94,7.6,31,"White Spruce"
"5252",94,9.9,48,"White Spruce"
"5252",94,6.4,34,"White Spruce"
"5252",94,7.3,37,"White Spruce"
"21167",95,2.6,17,"Black Spruce"
"21167",95,3.3,23,"Black Spruce"
"21167",94,6.4,45,"White Spruce"
"21167",94,6.3,42,"White Spruce"
"21167",95,3.8,24,"Black Spruce"
"12236",94,8,36,"White Spruce"
"12236",94,12.7,41,"White Spruce"
"12236",94,11.6,58,"White Spruce"
"43290",94,6.2,36,"White Spruce"
"43290",94,9.9,40,"White Spruce"
"43290",94,8.9,33,"White Spruce"
"17601",94,6.2,39,"White Spruce"
"17601",94,6.2,38,"White Spruce"
"17601",94,7,38,"White Spruce"
"29722",94,11.4,73,"White Spruce"
"43996",94,7.5,39,"White Spruce"
"43996",94,6,35,"White Spruce"
"43996",94,7.5,31,"White Spruce"
"31749",94,8.7,61,"White Spruce"
"22242",94,8.5,31,"White Spruce"
"53113",95,6.5,50,"Black Spruce"
"53113",95,7.1,55,"Black Spruce"
"53113",95,7.4,49,"Black Spruce"
"45165",95,5.8,34,"Black Spruce"
"45165",95,4.8,30,"Black Spruce"
"45165",95,4.8,29,"Black Spruce"
"7196",95,7.4,45,"Black Spruce"
"7196",95,8,49,"Black Spruce"
"7196",95,7.3,45,"Black Spruce"
"35296",94,9.1,51,"White Spruce"
"35296",94,7.5,44,"White Spruce"
"35296",94,7.2,42,"White Spruce"
"35296",94,9.1,51,"White Spruce"
"35296",94,7.5,44,"White Spruce"
"35296",94,7.2,42,"White Spruce"
"1418",94,7.1,36,"White Spruce"
"12921",94,5.3,28,"White Spruce"
"12921",94,7.1,36,"White Spruce"
"12921",94,7.5,31,"White Spruce"
"34256",94,3.6,20,"White Spruce"
"34256",94,4.4,28,"White Spruce"
"34256",94,2.4,13,"White Spruce"
"58575",94,6.9,47,"White Spruce"
"58575",94,7.6,50,"White Spruce"
"58575",94,7.8,47,"White Spruce"
"52308",95,2.5,25,"Black Spruce"
"52308",95,5.7,31,"Black Spruce"
"52308",95,5.3,32,"Black Spruce"
"24755",94,8.9,54,"White Spruce"
"24755",94,6.2,44,"White Spruce"
"24755",94,7.2,43,"White Spruce"
"3104",95,4.8,38,"Black Spruce"
"3104",95,4.1,37,"Black Spruce"
"3104",95,6.5,37,"Black Spruce"
"3104",95,3.4,24,"Black Spruce"
"3104",95,5.2,35,"Black Spruce"
"3104",95,6.6,50,"Black Spruce"
"63375",94,10.1,63,"White Spruce"
"63375",94,9.4,68,"White Spruce"
"63375",94,10.3,63,"White Spruce"
"31775",94,7.6,57,"White Spruce"
"31775",94,6.4,44,"White Spruce"
"31775",94,7.7,54,"White Spruce"
"44430",94,6.3,33,"White Spruce"
"44430",94,5,34,"White Spruce"
"44430",94,6.3,40,"White Spruce"
"28193",94,3.3,21,"White Spruce"
"28193",94,3.6,24,"White Spruce"
"28193",94,3,18,"White Spruce"
"43925",94,14.9,78,"White Spruce"
"43925",94,18.4,96,"White Spruce"
"43925",94,22.4,104,"White Spruce"
"53399",95,5.6,38,"Black Spruce"
"53399",95,4.8,34,"Black Spruce"
"53399",95,7,37,"Black Spruce"
"13865",95,5.4,42,"Black Spruce"
"13865",95,5.7,41,"Black Spruce"
"13865",95,5.9,40,"Black Spruce"
"13865",95,5.4,42,"Black Spruce"
"55801",95,5.7,40,"Black Spruce"
"55801",95,6.3,39,"Black Spruce"
"55801",95,6.1,42,"Black Spruce"
"50141",95,6.6,43,"Black Spruce"
"50141",95,6.4,41,"Black Spruce"
"50141",95,6.5,51,"Black Spruce"
"53359",94,9.7,60,"White Spruce"
"53359",94,10.4,62,"White Spruce"
"53359",94,10.1,66,"White Spruce"
"54491",94,8.4,43,"White Spruce"
"54491",94,8.2,41,"White Spruce"
"54491",94,8.3,35,"White Spruce"
"54491",94,6.8,32,"White Spruce"
"54491",94,5.1,29,"White Spruce"
"54491",95,6.5,29,"Black Spruce"
"62677",94,11.4,48,"White Spruce"
"62677",94,16.9,68,"White Spruce"
"62677",94,12.5,58,"White Spruce"
"56612",94,5.2,29,"White Spruce"
"56612",94,7.7,38,"White Spruce"
"6222",95,5.1,36,"Black Spruce"
"6222",95,5.2,35,"Black Spruce"
"6222",95,5.7,35,"Black Spruce"
"36710",95,5.3,23,"Black Spruce"
"36710",95,3.4,19,"Black Spruce"
"36710",95,5.1,24,"Black Spruce"
"55628",95,3.9,28,"Black Spruce"
"3176",264,15.5,69,"Mountain Hemlock"
"3176",264,13.5,73,"Mountain Hemlock"
"3176",264,15,59,"Mountain Hemlock"
"49698",264,7.5,20,"Mountain Hemlock"
"49698",264,6.5,22,"Mountain Hemlock"
"49698",264,8.8,24,"Mountain Hemlock"
"24410",264,16.9,46,"Mountain Hemlock"
"24410",264,9.9,37,"Mountain Hemlock"
"24410",264,8.9,37,"Mountain Hemlock"
"26574",264,11.8,51,"Mountain Hemlock"
"26574",264,17.7,59,"Mountain Hemlock"
"26574",264,11.9,50,"Mountain Hemlock"
"43120",264,6.3,17,"Mountain Hemlock"
"43120",264,10,19,"Mountain Hemlock"
"43120",264,9.7,17,"Mountain Hemlock"
"17475",264,9.5,37,"Mountain Hemlock"
"17475",264,10,42,"Mountain Hemlock"
"17475",264,12,56,"Mountain Hemlock"
"9111",264,11.8,43,"Mountain Hemlock"
"9111",264,9.1,42,"Mountain Hemlock"
"9111",264,12.9,42,"Mountain Hemlock"
"6376",264,9.3,38,"Mountain Hemlock"
"6376",264,15,48,"Mountain Hemlock"
"6376",264,9.6,46,"Mountain Hemlock"
"17383",264,11.5,41,"Mountain Hemlock"
"17383",264,8.4,41,"Mountain Hemlock"
"17383",264,9.9,43,"Mountain Hemlock"
"58457",264,6.9,25,"Mountain Hemlock"
"58457",264,8.9,30,"Mountain Hemlock"
"58457",264,12.2,36,"Mountain Hemlock"
"13865",95,5.7,41,"Black Spruce"
"13865",95,5.9,40,"Black Spruce"
"15337",94,6.6,45,"White Spruce"
"19279",94,5.6,40,"White Spruce"
"26443",95,4.9,23,"Black Spruce"
"26443",95,4.3,21,"Black Spruce"
"26443",95,3.9,24,"Black Spruce"
"56406",95,4,22,"Black Spruce"
"56406",95,5.1,28,"Black Spruce"
"56406",95,4.6,24,"Black Spruce"
"48050",95,3.7,20,"Black Spruce"
"48050",95,3.7,23,"Black Spruce"
"48050",95,4.5,28,"Black Spruce"
"44932",94,13.5,77,"White Spruce"
"44932",94,9.3,57,"White Spruce"
"44932",94,14.4,76,"White Spruce"
"3785",94,11.9,54,"White Spruce"
"3785",94,9.9,40,"White Spruce"
"3785",94,9.1,47,"White Spruce"
"39038",95,6.2,32,"Black Spruce"
"39038",95,5.4,32,"Black Spruce"
"39038",95,5.8,31,"Black Spruce"
"34884",95,3.1,17,"Black Spruce"
"34884",95,3.6,18,"Black Spruce"
"34884",95,3,16,"Black Spruce"
"45289",94,6.3,38,"White Spruce"
"45289",94,9.7,62,"White Spruce"
"45289",94,5.8,44,"White Spruce"
"45337",95,5.8,30,"Black Spruce"
"45337",95,4.4,22,"Black Spruce"
"45337",95,5.1,27,"Black Spruce"
"3477",95,3.3,21,"Black Spruce"
"3477",94,10.3,64,"White Spruce"
"3477",94,8.4,48,"White Spruce"
"3477",94,6.2,39,"White Spruce"
"3477",95,2.6,17,"Black Spruce"
"3477",95,2.4,18,"Black Spruce"
"32978",95,6.8,44,"Black Spruce"
"32978",95,5.6,47,"Black Spruce"
"32978",95,6.5,45,"Black Spruce"
"58436",95,4.6,24,"Black Spruce"
"58436",95,3.5,18,"Black Spruce"
"58436",95,4,23,"Black Spruce"
"56281",95,4,20,"Black Spruce"
"56281",95,6.1,28,"Black Spruce"
"56281",95,3.1,17,"Black Spruce"
"52958",94,8,50,"White Spruce"
"52958",94,7.6,42,"White Spruce"
"52958",94,6.6,37,"White Spruce"
"52131",94,5.5,39,"White Spruce"
"52131",94,6.7,39,"White Spruce"
"52131",94,8.5,67,"White Spruce"
"35438",95,6.1,42,"Black Spruce"
"35438",95,7.2,54,"Black Spruce"
"35438",95,8.6,35,"Black Spruce"
"57296",95,3.5,26,"Black Spruce"
"57296",95,3.3,20,"Black Spruce"
"57296",95,3.4,24,"Black Spruce"
"29480",95,5.7,25,"Black Spruce"
"29480",95,4.2,25,"Black Spruce"
"29480",95,4.8,30,"Black Spruce"
"18955",94,5.6,30,"White Spruce"
"18955",94,7.9,30,"White Spruce"
"18955",94,11.6,51,"White Spruce"
"14131",95,5.1,24,"Black Spruce"
"14131",95,2.9,19,"Black Spruce"
"14131",95,6.1,31,"Black Spruce"
"48103",94,7.8,38,"White Spruce"
"48103",94,8.4,38,"White Spruce"
"48103",94,10.8,42,"White Spruce"
"48103",94,7.8,38,"White Spruce"
"48103",94,8.4,38,"White Spruce"
"48103",94,10.8,42,"White Spruce"
"120",95,4.3,25,"Black Spruce"
"120",95,5,23,"Black Spruce"
"120",95,4.7,20,"Black Spruce"
"23957",94,6.7,44,"White Spruce"
"23957",94,5.8,42,"White Spruce"
"23957",94,6.7,44,"White Spruce"
"23957",94,5.8,42,"White Spruce"
"26625",94,6.2,38,"White Spruce"
"26625",94,5.1,37,"White Spruce"
"26625",94,6.6,39,"White Spruce"
"52309",95,3.3,15,"Black Spruce"
"52309",95,3.1,16,"Black Spruce"
"52309",95,3.4,17,"Black Spruce"
"43744",94,9.9,33,"White Spruce"
"43744",94,5.7,33,"White Spruce"
"43744",94,5.6,29,"White Spruce"
"55918",95,3.1,12,"Black Spruce"
"55918",95,2.2,17,"Black Spruce"
"55918",95,4.6,20,"Black Spruce"
"36268",94,5.2,33,"White Spruce"
"36268",94,6.7,43,"White Spruce"
"36268",94,6.7,43,"White Spruce"
"31666",95,4.8,26,"Black Spruce"
"31666",95,4.4,29,"Black Spruce"
"31666",95,5,31,"Black Spruce"
"64212",95,3.4,22,"Black Spruce"
"64212",95,3,16,"Black Spruce"
"64212",95,5.4,26,"Black Spruce"
"64212",95,2.4,13,"Black Spruce"
"41116",94,9.1,55,"White Spruce"
"3310",94,4.2,24,"White Spruce"
"3310",94,4.8,27,"White Spruce"
"3310",94,3.6,22,"White Spruce"
"3310",94,4.6,25,"White Spruce"
"26233",95,4.7,19,"Black Spruce"
"26233",95,3,18,"Black Spruce"
"26233",95,4.6,22,"Black Spruce"
"16643",95,3.7,19,"Black Spruce"
"16643",95,3.4,22,"Black Spruce"
"16643",95,3.9,25,"Black Spruce"
"7514",94,7.3,39,"White Spruce"
"7514",94,5.8,39,"White Spruce"
"7514",94,7.3,34,"White Spruce"
"46540",94,5.8,41,"White Spruce"
"46540",95,5,25,"Black Spruce"
"46540",95,3.7,21,"Black Spruce"
"46540",95,3.9,22,"Black Spruce"
"57296",95,4.1,29,"Black Spruce"
"27293",94,3.4,16,"White Spruce"
"27293",94,4.3,25,"White Spruce"
"27293",94,4.1,20,"White Spruce"
"60488",94,4.8,26,"White Spruce"
"60488",94,5.5,31,"White Spruce"
"60488",94,7.3,45,"White Spruce"
"57517",94,7.5,34,"White Spruce"
"57517",94,7.2,38,"White Spruce"
"57517",94,6.1,27,"White Spruce"
"14832",95,7.4,42,"Black Spruce"
"14832",95,7.3,43,"Black Spruce"
"14832",95,7.4,45,"Black Spruce"
"55907",95,6.8,29,"Black Spruce"
"1000",94,22.3,79,"White Spruce"
"1000",94,17.1,68,"White Spruce"
"1000",94,11.4,61,"White Spruce"
"58240",94,9.9,47,"White Spruce"
"58240",94,11.6,53,"White Spruce"
"58240",94,10.4,62,"White Spruce"
"59594",94,7.8,37,"White Spruce"
"59594",94,7.4,38,"White Spruce"
"59594",94,7,36,"White Spruce"
"48850",95,3.4,21,"Black Spruce"
"48850",95,3.8,20,"Black Spruce"
"48850",95,3.8,22,"Black Spruce"
"60670",95,3.9,27,"Black Spruce"
"60670",95,4.7,28,"Black Spruce"
"60670",95,3.6,23,"Black Spruce"
"19339",95,5.9,27,"Black Spruce"
"19339",95,5,26,"Black Spruce"
"19339",95,5.1,42,"Black Spruce"
"17284",94,11.8,55,"White Spruce"
"17284",94,16,77,"White Spruce"
"17284",94,14.1,67,"White Spruce"
"2418",95,3.4,18,"Black Spruce"
"2418",95,2.8,18,"Black Spruce"
"2418",95,3.6,17,"Black Spruce"
"28457",94,7.5,44,"White Spruce"
"28457",94,7.5,54,"White Spruce"
"28457",94,7.6,43,"White Spruce"
"11998",94,6.9,37,"White Spruce"
"11998",94,8.1,56,"White Spruce"
"11998",94,8.6,51,"White Spruce"
"11998",94,2,12,"White Spruce"
"11998",94,2.5,17,"White Spruce"
"11998",94,2,13,"White Spruce"
"39241",95,3.7,22,"Black Spruce"
"39241",95,4.3,24,"Black Spruce"
"39241",95,3.6,17,"Black Spruce"
"13194",95,3.4,22,"Black Spruce"
"13194",95,4.1,22,"Black Spruce"
"13194",95,4.5,24,"Black Spruce"
"18839",95,5.2,42,"Black Spruce"
"18839",95,7.7,45,"Black Spruce"
"18839",95,6.3,45,"Black Spruce"
"56279",95,3.2,17,"Black Spruce"
"56279",95,3.2,16,"Black Spruce"
"56279",95,3.7,20,"Black Spruce"
"3601",94,14.7,50,"White Spruce"
"3601",94,15.2,56,"White Spruce"
"3601",94,11.5,49,"White Spruce"
"19860",94,6.9,30,"White Spruce"
"19860",94,10.4,43,"White Spruce"
"19860",94,6,30,"White Spruce"
"62115",95,6.8,42,"Black Spruce"
"62115",95,5.3,39,"Black Spruce"
"62115",95,6.3,42,"Black Spruce"
"31533",95,2.9,19,"Black Spruce"
"31533",95,3.9,21,"Black Spruce"
"31533",95,3.8,22,"Black Spruce"
"63959",95,3.1,14,"Black Spruce"
"63959",95,2.8,14,"Black Spruce"
"63959",95,3.3,15,"Black Spruce"
"16284",94,5.3,18,"White Spruce"
"16284",94,4.8,21,"White Spruce"
"16284",94,4.3,19,"White Spruce"
"50381",95,3.2,18,"Black Spruce"
"39619",95,3.5,19,"Black Spruce"
"39619",95,2.8,18,"Black Spruce"
"39619",95,3.4,20,"Black Spruce"
"43842",95,7.6,50,"Black Spruce"
"43842",95,6.5,44,"Black Spruce"
"43842",95,5.9,45,"Black Spruce"
"844",95,3.4,17,"Black Spruce"
"844",95,3.3,20,"Black Spruce"
"844",95,4.4,26,"Black Spruce"
"844",94,7.1,37,"White Spruce"
"844",94,7.7,44,"White Spruce"
"844",94,8.8,44,"White Spruce"
"57106",95,4.8,29,"Black Spruce"
"57106",95,5.6,34,"Black Spruce"
"57106",95,3.6,23,"Black Spruce"
"63583",94,5,27,"White Spruce"
"63583",94,4.3,23,"White Spruce"
"63583",94,4,20,"White Spruce"
"810",94,5.4,32,"White Spruce"
"810",94,4.6,30,"White Spruce"
"810",94,4,26,"White Spruce"
"49715",94,5.6,29,"White Spruce"
"36262",264,20.5,60,"Mountain Hemlock"
"36262",264,14.4,46,"Mountain Hemlock"
"36262",264,10.5,38,"Mountain Hemlock"
"22347",264,9.6,27,"Mountain Hemlock"
"22347",264,9.5,31,"Mountain Hemlock"
"22347",264,8.4,27,"Mountain Hemlock"
"32432",94,6.4,27,"White Spruce"
"32432",94,7.7,37,"White Spruce"
"32432",94,5.9,26,"White Spruce"
"15793",95,5.2,25,"Black Spruce"
"15793",95,5,33,"Black Spruce"
"15793",95,5.5,25,"Black Spruce"
"47553",95,4.8,27,"Black Spruce"
"47553",95,3.7,25,"Black Spruce"
"47553",95,4.1,26,"Black Spruce"
"41822",95,5.6,30,"Black Spruce"
"41822",95,5.6,28,"Black Spruce"
"41822",95,5.6,27,"Black Spruce"
"18340",94,9.6,65,"White Spruce"
"18340",94,9.6,63,"White Spruce"
"18340",94,6.1,46,"White Spruce"
"28549",94,7.5,62,"White Spruce"
"28549",94,7.5,62,"White Spruce"
"28549",94,8.1,57,"White Spruce"
"28549",94,7,50,"White Spruce"
"28549",94,7,50,"White Spruce"
"28549",94,7.5,62,"White Spruce"
"28549",94,8.1,57,"White Spruce"
"28549",94,7,50,"White Spruce"
"28549",94,9.4,58,"White Spruce"
"53377",94,6.2,36,"White Spruce"
"53377",94,6.9,48,"White Spruce"
"53377",94,8.3,49,"White Spruce"
"13082",95,5,31,"Black Spruce"
"13082",95,5,34,"Black Spruce"
"13082",95,5.1,36,"Black Spruce"
"48461",95,5.3,35,"Black Spruce"
"48461",95,5.3,38,"Black Spruce"
"48461",95,5.9,27,"Black Spruce"
"48461",94,6.4,53,"White Spruce"
"48461",94,6.5,54,"White Spruce"
"41022",94,6.3,30,"White Spruce"
"4247",94,10,63,"White Spruce"
"4247",94,12.9,79,"White Spruce"
"4247",94,9.3,65,"White Spruce"
"1735",95,2.9,18,"Black Spruce"
"1735",95,3.4,24,"Black Spruce"
"1735",95,4.3,25,"Black Spruce"
"12917",94,5,31,"White Spruce"
"12917",94,5.2,37,"White Spruce"
"12917",94,6.3,28,"White Spruce"
"61981",94,5.7,28,"White Spruce"
"61981",94,3.7,17,"White Spruce"
"61981",94,7,36,"White Spruce"
"57273",95,4.1,22,"Black Spruce"
"57273",95,3.3,15,"Black Spruce"
"57273",95,4.2,22,"Black Spruce"
"25104",94,5.9,24,"White Spruce"
"25104",94,9,29,"White Spruce"
"25104",94,6.2,27,"White Spruce"
"42361",94,9.6,52,"White Spruce"
"42361",94,7.4,37,"White Spruce"
"42361",94,7.4,59,"White Spruce"
"17854",94,6.3,42,"White Spruce"
"17854",94,5.4,28,"White Spruce"
"17854",94,6.7,35,"White Spruce"
"53198",94,8.4,38,"White Spruce"
"53198",94,13.9,48,"White Spruce"
"53198",94,13.2,45,"White Spruce"
"45667",95,5.3,36,"Black Spruce"
"45667",95,5.8,36,"Black Spruce"
"45667",95,5.2,28,"Black Spruce"
"6978",95,3.4,20,"Black Spruce"
"6978",95,3.9,22,"Black Spruce"
"6978",95,3.8,19,"Black Spruce"
"44820",95,3.1,17,"Black Spruce"
"44820",95,3.9,18,"Black Spruce"
"44820",95,5.7,22,"Black Spruce"
"23374",94,9,51,"White Spruce"
"23374",94,6.6,37,"White Spruce"
"17076",95,5.4,29,"Black Spruce"
"17076",95,5.7,34,"Black Spruce"
"17076",95,6.9,32,"Black Spruce"
"28766",95,3.1,17,"Black Spruce"
"28766",95,3.3,17,"Black Spruce"
"28766",95,4,20,"Black Spruce"
"42066",94,5.9,45,"White Spruce"
"42066",94,6.3,44,"White Spruce"
"42066",94,8.7,61,"White Spruce"
"39255",94,3,18,"White Spruce"
"39255",94,3,20,"White Spruce"
"39255",94,4.6,22,"White Spruce"
"2699",94,6.7,40,"White Spruce"
"2699",94,5.1,30,"White Spruce"
"2699",94,6.7,37,"White Spruce"
"19223",95,3.5,25,"Black Spruce"
"19223",95,4.4,29,"Black Spruce"
"19223",95,3.7,27,"Black Spruce"
"19223",95,3.5,25,"Black Spruce"
"19223",95,4.4,29,"Black Spruce"
