CN,PLT_CN,PREV_SIT_CN,INVYR,STATECD,UNITCD,COUNTYCD,PLOT,CONDID,TREE,SPCD,DIA,HT,AGEDIA,SPGRPCD,SITREE,SIBASE,SUBP,METHOD,SITREE_EST,VALIDCD,CREATED_DATE,MODIFIED_DATE,CYCLE,SUBCYCLE,AGECHKCD_RMRS,AGE_DETERMINATION_METHOD_PNWRS,CCLCD_RMRS,DAMAGE_AGENT_CD1_RMRS,DAMAGE_AGENT_CD2_RMRS,DAMAGE_AGENT_CD3_RMRS,SIBASE_AGE_PNWRS,SITETRCD_RMRS,SITE_AGE_TREE_STATUS_PNWRS,SITE_AGE_TREE_TYPE_PNWRS,SITE_TREE_METHOD_PNWRS,SITREE_EQU_NO_PNWRS,TREECLCD_RMRS,TREE_ACT_RMRS,YEAR_AGE_TAKEN,SIEQN_REF_CD,SITREE_FVS,SIBASE_FVS,SIEQN_REF_CD_FVS
644875022126144,346098641489998,,2016,2,1,68,25638,1,11,95.0,4.5,34,75,18,40,100,1,1,,1,2019-04-11 18:23:05,2024-09-17 13:16:07,1,0,,1,,,,,100,,N,3,,16,,,,,,,
644875023126144,346098641489998,,2016,2,1,68,25638,1,12,95.0,4.7,35,69,18,43,100,1,1,,1,2019-04-11 18:23:05,2024-09-17 13:16:07,1,0,,1,,,,,100,,N,3,,16,,,,,,,
644875319126144,346098642489998,,2016,2,1,68,51435,1,10,95.0,4.9,28,54,18,40,100,2,1,,1,2019-04-11 18:23:05,2024-09-17 13:16:07,1,0,,0,,,,,100,,N,3,,16,,,,,,,
644875320126144,346098642489998,,2016,2,1,68,51435,1,11,95.0,4.9,28,56,18,39,100,2,1,,1,2019-04-11 18:23:05,2024-09-17 13:16:07,1,0,,0,,,,,100,,N,3,,16,,,,,,,
644875321126144,346098642489998,,2016,2,1,68,51435,1,12,95.0,5.8,30,52,18,44,100,2,1,,1,2019-04-11 18:23:05,2024-09-17 13:16:07,1,0,,0,,,,,100,,N,3,,16,,,,,,,
644875542126144,346098643489998,,2016,2,1,68,34874,1,10,95.0,3.6,21,39,18,38,100,1,1,,1,2019-04-11 18:23:05,2024-09-17 13:16:07,1,0,,0,,,,,100,,N,3,,16,,,,,,,
644875543126144,346098643489998,,2016,2,1,68,34874,1,11,95.0,2.4,15,34,18,30,100,1,1,,1,2019-04-11 18:23:05,2024-09-17 13:16:07,1,0,,0,,,,,100,,N,3,,16,,,,,,,
644875544126144,346098643489998,,2016,2,1,68,34874,1,12,95.0,2.6,15,31,18,32,100,1,1,,1,2019-04-11 18:23:05,2024-09-17 13:16:07,1,0,,0,,,,,100,,N,3,,16,,,,,,,
644875746126144,346098645489998,,2016,2,1,240,2414,1,10,95.0,3.4,19,93,18,20,100,1,1,,1,2019-04-11 18:23:05,2024-09-17 13:16:07,1,0,,0,,,,,100,,N,3,,16,,,,,,,
644875747126144,346098645489998,,2016,2,1,240,2414,1,11,95.0,3.3,18,64,18,23,100,3,1,,1,2019-04-11 18:23:05,2024-09-17 13:16:07,1,0,,0,,,,,100,,N,3,,16,,,,,,,
644875748126144,346098645489998,,2016,2,1,240,2414,1,12,95.0,3.6,19,65,18,24,100,3,1,,1,2019-04-11 18:23:05,2024-09-17 13:16:07,1,0,,0,,,,,100,,N,3,,16,,,,,,,
644875971126144,346098646489998,,2016,2,1,240,46368,1,10,95.0,3.9,19,90,18,20,100,1,1,,1,2019-04-11 18:23:05,2024-09-17 13:16:07,1,0,,0,,,,,100,,N,3,,16,,,,,,,
644875972126144,346098646489998,,2016,2,1,240,46368,1,11,95.0,3.9,24,100,18,24,100,1,1,,1,2019-04-11 18:23:05,2024-09-17 13:16:07,1,0,,0,,,,,100,,N,3,,16,,,,,,,
644875973126144,346098646489998,,2016,2,1,240,46368,1,12,95.0,3.9,19,51,18,28,100,1,1,,1,2019-04-11 18:23:05,2024-09-17 13:16:07,1,0,,0,,,,,100,,N,3,,16,,,,,,,
666766330126144,311880498489998,,2016,2,1,68,38664,1,10,95.0,3.2,20,20,18,60,100,1,1,,1,2019-05-22 20:24:47,2024-09-17 13:16:07,1,0,,0,,,,,100,,N,3,,16,,,,,,,
666766332126144,311880498489998,,2016,2,1,68,38664,1,12,95.0,3.1,21,20,18,63,100,1,1,,1,2019-05-22 20:24:47,2024-09-17 13:16:07,1,0,,0,,,,,100,,N,3,,16,,,,,,,
666766331126144,311880498489998,,2016,2,1,68,38664,1,11,95.0,2.7,18,17,18,62,100,2,1,,1,2019-05-22 20:24:47,2024-09-17 13:16:07,1,0,,0,,,,,100,,N,3,,16,,,,,,,
666766871126144,311880529489998,,2016,2,1,68,24400,2,10,95.0,3.5,25,66,18,31,100,3,1,,1,2019-05-22 20:24:48,2024-09-17 13:16:07,1,0,,0,,,,,100,,N,3,,16,,,,,,,
666766872126144,311880529489998,,2016,2,1,68,24400,2,11,95.0,3.2,19,65,18,24,100,3,1,,1,2019-05-22 20:24:48,2024-09-17 13:16:07,1,0,,0,,,,,100,,N,3,,16,,,,,,,
666766875126144,311880529489998,,2016,2,1,68,24400,2,14,95.0,2.7,20,51,18,30,100,3,1,,1,2019-05-22 20:24:48,2024-09-17 13:16:07,1,0,,0,,,,,100,,N,3,,16,,,,,,,
666768365126144,346098251489998,,2016,2,1,90,40387,1,11,95.0,3.8,19,62,18,25,100,3,1,,1,2019-05-22 20:24:51,2024-09-17 13:16:07,1,0,,0,,,,,100,,N,1,,16,,,,,,,
666768366126144,346098251489998,,2016,2,1,90,40387,1,12,95.0,2.1,13,65,18,17,100,3,1,,1,2019-05-22 20:24:51,2024-09-17 13:16:07,1,0,,0,,,,,100,,N,1,,16,,,,,,,
666768364126144,346098251489998,,2016,2,1,90,40387,1,10,95.0,1.6,10,31,18,21,100,4,1,,1,2019-05-22 20:24:51,2024-09-17 13:16:07,1,0,,0,,,,,100,,N,1,,16,,,,,,,
666768611126144,346098270489998,,2016,2,1,240,50431,1,12,94.0,5.5,46,114,18,43,100,1,1,,1,2019-05-22 20:24:52,2024-09-17 13:16:07,1,0,,0,,,,,100,,N,1,,16,,,,,35,50,TSHE02
666769465126144,346098573489998,,2016,2,1,90,3725,2,11,94.0,7.9,57,69,18,70,100,3,1,,1,2019-05-22 20:24:54,2024-09-17 13:16:07,1,0,,0,,,,,100,,N,3,,16,,,,,50,50,TSHE02
666769466126144,346098573489998,,2016,2,1,90,3725,2,12,94.0,8.1,49,78,18,56,100,3,1,,1,2019-05-22 20:24:54,2024-09-17 13:16:07,1,0,,0,,,,,100,,N,3,,16,,,,,42,50,TSHE02
666769464126144,346098573489998,,2016,2,1,90,3725,2,10,94.0,6.7,44,77,18,51,100,4,1,,1,2019-05-22 20:24:54,2024-09-17 13:16:07,1,0,,0,,,,,100,,N,3,,16,,,,,37,50,TSHE02
666767714126144,346098775489998,,2016,2,1,290,32252,1,10,94.0,6.1,32,74,18,38,100,1,1,,1,2019-05-22 20:24:56,2024-09-17 13:16:07,1,0,,0,,,,,100,,N,1,,16,,,,,28,50,TSHE02
666767715126144,346098775489998,,2016,2,1,290,32252,1,11,94.0,6.2,39,55,18,55,100,2,1,,1,2019-05-22 20:24:56,2024-09-17 13:16:07,1,0,,0,,,,,100,,N,1,,16,,,,,38,50,TSHE02
666767716126144,346098775489998,,2016,2,1,290,32252,1,12,94.0,6.0,34,59,18,46,100,3,1,,1,2019-05-22 20:24:56,2024-09-17 13:16:07,1,0,,0,,,,,100,,N,1,,16,,,,,32,50,TSHE02
666767961126144,346098830489998,,2016,2,1,68,20951,1,10,95.0,5.1,28,60,18,37,100,1,1,,1,2019-05-22 20:24:57,2024-09-17 13:16:07,1,0,,0,,,,,100,,N,1,,16,,,,,,,
666767962126144,346098830489998,,2016,2,1,68,20951,1,11,95.0,4.7,29,55,18,41,100,1,1,,1,2019-05-22 20:24:57,2024-09-17 13:16:07,1,0,,0,,,,,100,,N,1,,16,,,,,,,
666767963126144,346098830489998,,2016,2,1,68,20951,1,12,95.0,4.1,27,53,18,39,100,1,1,,1,2019-05-22 20:24:57,2024-09-17 13:16:07,1,0,,0,,,,,100,,N,1,,16,,,,,,,
666768811126144,346099143489998,,2016,2,1,240,31280,1,10,94.0,8.1,61,71,18,74,100,1,1,,1,2019-05-22 20:24:58,2024-09-17 13:16:07,1,0,,0,,,,,100,,N,3,,16,,,,,53,50,TSHE02
666768812126144,346099143489998,,2016,2,1,240,31280,1,11,94.0,18.9,79,104,18,77,100,2,1,,1,2019-05-22 20:24:58,2024-09-17 13:16:07,1,0,,0,,,,,100,,N,1,,16,,,,,61,50,TSHE02
666768813126144,346099143489998,,2016,2,1,240,31280,1,12,94.0,11.2,66,70,18,80,100,2,1,,1,2019-05-22 20:24:58,2024-09-17 13:16:07,1,0,,0,,,,,100,,N,3,,16,,,,,58,50,TSHE02
666770173126144,444264204489998,,2016,2,1,90,31679,1,12,94.0,9.8,61,53,18,88,100,1,1,,1,2019-05-22 20:24:58,2024-09-17 13:16:07,1,0,,0,,,,,100,,N,3,,16,,,,,60,50,TSHE02
666770174126144,444264204489998,,2016,2,1,90,31679,1,13,94.0,6.4,41,29,18,92,100,1,1,,1,2019-05-22 20:24:58,2024-09-17 13:16:07,1,0,,0,,,,,100,,N,3,,16,,,,,53,50,TSHE02
666770172126144,444264204489998,,2016,2,1,90,31679,1,10,94.0,7.1,42,30,18,91,100,4,1,,1,2019-05-22 20:24:58,2024-09-17 13:16:07,1,0,,0,,,,,100,,N,3,,16,,,,,53,50,TSHE02
1389694091290487,479562904489998,,2017,2,1,201,19388,2,4,264.0,11.8,45,214,24,39,100,3,1,,1,2019-04-24 13:50:12,2024-09-17 13:16:07,3,3,,,,,,,100,,P,3,,7,,,,,19,50,TSHE01
1389694092290487,479562904489998,,2017,2,1,201,19388,2,5,264.0,6.6,28,148,24,22,100,3,1,,1,2019-04-24 13:50:12,2024-09-17 13:16:07,3,3,,0,,,,,100,,N,1,,9,,,,,15,50,TSHE01
1389694093290487,479562904489998,,2017,2,1,201,19388,2,7,264.0,12.4,47,229,24,41,100,3,1,,1,2019-04-24 13:50:12,2024-09-17 13:16:07,3,3,,0,,,,,100,,N,3,,7,,,,,20,50,TSHE01
644913851126144,479562904489998,,2017,2,1,201,19388,1,4,264.0,11.8,45,214,24,39,100,3,1,,1,2019-04-24 13:50:12,2024-09-17 13:16:07,3,3,,,,,,,100,,P,3,,7,,,,,19,50,TSHE01
644913852126144,479562904489998,,2017,2,1,201,19388,1,5,264.0,6.6,28,148,24,22,100,3,1,,1,2019-04-24 13:50:12,2024-09-17 13:16:07,3,3,,0,,,,,100,,N,1,,9,,,,,15,50,TSHE01
644913854126144,479562904489998,,2017,2,1,201,19388,1,7,264.0,12.4,47,229,24,41,100,3,1,,1,2019-04-24 13:50:12,2024-09-17 13:16:07,3,3,,0,,,,,100,,N,3,,7,,,,,20,50,TSHE01
644898691126144,433022964489998,,2017,2,1,122,15137,1,2,264.0,12.2,50,84,24,53,100,1,1,,1,2019-04-11 18:23:47,2024-09-17 13:16:07,3,3,,,,,,,100,,P,3,,9,,,,,35,50,TSHE01
644898696126144,433022964489998,,2017,2,1,122,15137,1,7,264.0,12.2,65,106,24,60,100,2,1,,1,2019-04-11 18:23:47,2024-09-17 13:16:07,3,3,,0,,,,,100,,N,3,,9,,,,,39,50,TSHE01
644898693126144,433022964489998,,2017,2,1,122,15137,1,4,264.0,13.4,67,90,24,68,100,3,1,,1,2019-04-11 18:23:47,2024-09-17 13:16:07,3,3,,,,,,,100,,P,3,,9,,,,,44,50,TSHE01
644898816126144,433022965489998,,2017,2,1,122,35558,1,7,98.0,21.3,65,62,17,83,100,2,1,,1,2019-04-11 18:23:48,2024-09-17 13:16:07,3,3,,0,,,,,100,,N,3,,9,,,,,56,50,PISI01
644898817126144,433022965489998,,2017,2,1,122,35558,1,8,98.0,22.3,63,54,17,88,100,2,1,,1,2019-04-11 18:23:48,2024-09-17 13:16:07,3,3,,0,,,,,100,,N,3,,9,,,,,59,50,PISI01
666768609126144,346098270489998,,2016,2,1,240,50431,1,10,94.0,13.8,63,155,18,52,100,3,1,,1,2019-05-22 20:24:52,2024-09-17 13:16:07,1,0,,0,,,,,100,,N,1,,16,,,,,44,50,TSHE02
666768610126144,346098270489998,,2016,2,1,240,50431,1,11,94.0,7.1,44,161,18,36,100,4,1,,1,2019-05-22 20:24:52,2024-09-17 13:16:07,1,0,,0,,,,,100,,N,1,,16,,,,,31,50,TSHE02
720754636290487,479562458489998,,2018,2,1,220,4760,2,6,98.0,16.1,94,50,17,136,100,4,1,,1,2020-02-10 18:08:39,2024-09-17 13:16:07,3,4,,0,,,,,100,,N,3,,9,,,,,92,50,PISI01
720754637290487,479562458489998,,2018,2,1,220,4760,2,7,98.0,16.0,91,49,17,134,100,4,1,,1,2020-02-10 18:08:39,2024-09-17 13:16:07,3,4,,0,,,,,100,,N,3,,9,,,,,90,50,PISI01
720754638290487,479562458489998,,2018,2,1,220,4760,2,8,98.0,16.3,98,44,17,154,100,4,1,,1,2020-02-10 18:08:39,2024-09-17 13:16:07,3,4,,0,,,,,100,,N,3,,9,,,,,104,50,PISI01
720762466290487,479562488489998,,2018,2,1,280,24787,1,1,264.0,12.7,30,215,24,26,100,1,1,,1,2020-02-10 18:08:40,2024-09-17 13:16:07,3,4,,,,,,,100,,P,3,,7,,,,,14,50,TSHE01
720762467290487,479562488489998,,2018,2,1,280,24787,1,2,264.0,18.9,53,159,24,40,100,2,1,,1,2020-02-10 18:08:40,2024-09-17 13:16:07,3,4,,,,,,,100,,P,3,,9,,,,,26,50,TSHE01
720762468290487,479562488489998,,2018,2,1,280,24787,1,4,264.0,12.1,43,199,24,38,100,2,1,,1,2020-02-10 18:08:40,2024-09-17 13:16:07,3,4,,0,,,,,100,,A,3,,9,,,,,19,50,TSHE01
720753024290487,479562489489998,,2018,2,1,201,39541,1,6,263.0,9.9,50,204,13,44,100,2,1,,1,2020-02-10 18:08:40,2024-09-17 13:16:07,3,4,,0,,,,,100,,A,3,,7,,,,,33,50,TSHE02
720753025290487,479562489489998,,2018,2,1,201,39541,1,7,263.0,10.9,49,240,13,43,100,2,1,,1,2020-02-10 18:08:40,2024-09-17 13:16:07,3,4,,0,,,,,100,,A,3,,7,,,,,32,50,TSHE02
720753026290487,479562489489998,,2018,2,1,201,39541,3,8,108.0,6.5,49,113,21,48,100,3,1,,1,2020-02-10 18:08:40,2024-09-17 13:16:07,3,4,,0,,,,,100,,A,3,,6,,,,,30,50,PISI01
720753027290487,479562489489998,,2018,2,1,201,39541,3,9,108.0,10.4,55,127,21,54,100,3,1,,1,2020-02-10 18:08:40,2024-09-17 13:16:07,3,4,,0,,,,,100,,A,3,,6,,,,,32,50,PISI01
720753028290487,479562489489998,,2018,2,1,201,39541,3,10,108.0,8.4,45,129,21,44,100,3,1,,1,2020-02-10 18:08:40,2024-09-17 13:16:07,3,4,,0,,,,,100,,A,3,,6,,,,,25,50,PISI01
720753020290487,479562489489998,,2018,2,1,201,39541,1,1,263.0,10.3,47,208,13,41,100,2,1,,1,2020-02-10 18:08:40,2024-09-17 13:16:07,3,4,,,,,,,100,,P,3,,7,,,,,31,50,TSHE02
720756911290487,479562493489998,,2018,2,1,232,4160,1,1,264.0,14.4,49,202,24,43,100,1,1,,1,2020-02-10 18:08:41,2024-09-17 13:16:07,3,4,,,,,,,100,,P,3,,7,,,,,21,50,TSHE01
720756912290487,479562493489998,,2018,2,1,232,4160,1,3,264.0,13.8,54,180,24,39,100,1,1,,1,2020-02-10 18:08:41,2024-09-17 13:16:07,3,4,,,,,,,100,,P,3,,9,,,,,25,50,TSHE01
720756913290487,479562493489998,,2018,2,1,232,4160,1,5,264.0,12.5,55,185,24,39,100,1,1,,1,2020-02-10 18:08:41,2024-09-17 13:16:07,3,4,,0,,,,,100,,A,3,,9,,,,,25,50,TSHE01
720750832290487,479562505489998,,2018,2,1,122,10979,1,1,264.0,11.9,53,205,24,46,100,1,1,,1,2020-02-10 18:08:41,2024-09-17 13:16:07,3,4,,0,,,,,100,,A,3,,7,,,,,23,50,TSHE01
720750833290487,479562505489998,,2018,2,1,122,10979,1,3,264.0,11.3,46,213,24,40,100,3,1,,1,2020-02-10 18:08:41,2024-09-17 13:16:07,3,4,,0,,,,,100,,A,3,,7,,,,,20,50,TSHE01
720750834290487,479562505489998,,2018,2,1,122,10979,1,4,264.0,9.6,45,241,24,39,100,3,1,,1,2020-02-10 18:08:41,2024-09-17 13:16:07,3,4,,0,,,,,100,,A,3,,7,,,,,19,50,TSHE01
720758167290487,479562533489998,,2018,2,1,261,28194,2,12,264.0,8.1,31,94,24,31,100,2,1,,1,2020-02-10 18:08:42,2024-09-17 13:16:07,3,4,,0,,,,,100,,N,1,,9,,,,,20,50,TSHE01
720758168290487,479562533489998,,2018,2,1,261,28194,2,13,264.0,6.9,32,91,24,33,100,2,1,,1,2020-02-10 18:08:42,2024-09-17 13:16:07,3,4,,0,,,,,100,,N,1,,9,,,,,21,50,TSHE01
720758170290487,479562533489998,,2018,2,1,261,28194,2,15,264.0,5.0,20,111,24,18,100,3,1,,1,2020-02-10 18:08:42,2024-09-17 13:16:07,3,4,,0,,,,,100,,N,1,,9,,,,,13,50,TSHE01
720761432290487,479562564489998,,2018,2,1,280,43311,1,3,108.0,7.8,34,95,21,34,100,2,1,,1,2020-02-10 18:08:42,2024-09-17 13:16:07,3,4,,,,,,,100,,P,3,,6,,,,,21,50,PISI01
720761434290487,479562564489998,,2018,2,1,280,43311,1,11,108.0,7.4,36,111,21,36,100,2,1,,1,2020-02-10 18:08:42,2024-09-17 13:16:07,3,4,,0,,,,,100,,A,3,,6,,,,,21,50,PISI01
177610655020004,36228165010760,,2012,2,1,232,23946,1,8,42.0,5.6,27,87,24,28,100,4,1,,1,2013-03-07 19:06:35,2024-09-17 13:16:07,2,9,,0,,,,,,,N,1,,11,,,,,22,50,TSHE02
177610783020004,36228314010760,,2012,2,1,280,21637,1,4,108.0,6.2,35,122,21,34,100,2,1,,1,2013-03-21 13:55:52,2024-09-17 13:16:07,2,9,,0,,,,,,,N,1,,6,,,,,19,50,PISI01
177610991020004,36228430010760,,2012,2,1,201,45522,1,5,263.0,13.9,83,163,13,62,100,1,1,,1,2013-03-07 19:06:37,2024-09-17 13:16:07,2,9,,0,,,,,,,N,3,,9,,,,,58,50,TSHE02
177610989020004,36228430010760,,2012,2,1,201,45522,1,3,263.0,15.4,85,238,13,74,100,4,1,,1,2013-03-07 19:06:37,2024-09-17 13:16:07,2,9,,,,,,,,,O,3,,7,,,,,55,50,TSHE02
177610990020004,36228430010760,,2012,2,1,201,45522,1,4,263.0,12.1,78,144,13,62,100,4,1,,1,2013-03-07 19:06:37,2024-09-17 13:16:07,2,9,,0,,,,,,,N,3,,9,,,,,56,50,TSHE02
177611061020004,36228460010760,,2012,2,1,201,47046,1,3,242.0,16.6,66,221,22,59,100,2,1,,1,2013-03-07 19:06:38,2024-09-17 13:16:07,2,9,,,,,,,,,O,3,,5,,,,,43,50,TSHE02
177611062020004,36228460010760,,2012,2,1,201,47046,1,4,242.0,15.2,64,215,22,57,100,3,1,,1,2013-03-07 19:06:38,2024-09-17 13:16:07,2,9,,,,,,,,,O,3,,5,,,,,42,50,TSHE02
177611063020004,36228460010760,,2012,2,1,201,47046,1,5,242.0,15.6,64,200,22,57,100,3,1,,1,2013-03-07 19:06:38,2024-09-17 13:16:07,2,9,,,,,,,,,O,3,,5,,,,,43,50,TSHE02
177611194020004,36228536010760,,2012,2,1,232,28426,1,2,263.0,16.7,85,170,13,62,100,1,1,,1,2013-03-07 19:06:38,2024-09-17 13:16:07,2,9,,,,,,,,,O,3,,9,,,,,58,50,TSHE02
177611195020004,36228536010760,,2012,2,1,232,28426,1,3,263.0,15.2,90,180,13,64,100,1,1,,1,2013-03-07 19:06:39,2024-09-17 13:16:07,2,9,,,,,,,,,O,3,,9,,,,,61,50,TSHE02
177611196020004,36228536010760,,2012,2,1,232,28426,1,4,263.0,15.2,85,175,13,61,100,3,1,,1,2013-03-07 19:06:39,2024-09-17 13:16:07,2,9,,0,,,,,,,N,3,,9,,,,,58,50,TSHE02
177611244020004,36228545010760,,2012,2,1,282,45969,1,1,98.0,18.2,71,75,17,81,100,1,1,,1,2013-03-07 19:06:39,2024-09-17 13:16:07,2,9,,,,,,,,,O,3,,9,,,,,55,50,PISI01
177611246020004,36228545010760,,2012,2,1,282,45969,1,3,98.0,17.9,80,65,17,99,100,3,1,,1,2013-03-07 19:06:39,2024-09-17 13:16:07,2,9,,,,,,,,,O,3,,9,,,,,67,50,PISI01
177611249020004,36228545010760,,2012,2,1,282,45969,1,6,98.0,16.8,75,83,17,80,100,3,1,,1,2013-03-07 19:06:39,2024-09-17 13:16:07,2,9,,0,,,,,,,N,3,,9,,,,,55,50,PISI01
177611321020004,36228643010760,,2012,2,1,282,17893,1,3,98.0,12.0,62,60,17,81,100,2,1,,1,2013-03-07 19:06:40,2024-09-17 13:16:07,2,9,,,,,,,,,O,3,,9,,,,,54,50,PISI01
177611322020004,36228643010760,,2012,2,1,282,17893,1,4,98.0,12.5,56,71,17,66,100,2,1,,1,2013-03-07 19:06:40,2024-09-17 13:16:07,2,9,,,,,,,,,O,3,,9,,,,,44,50,PISI01
177611325020004,36228643010760,,2012,2,1,282,17893,1,7,98.0,16.8,102,112,17,92,100,4,1,,1,2013-03-07 19:06:40,2024-09-17 13:16:07,2,9,,0,,,,,,,N,3,,9,,,,,67,50,PISI01
177611421020004,36228985010760,,2012,2,1,201,6878,1,1,263.0,21.4,111,249,13,97,100,1,1,,1,2013-03-07 19:06:41,2024-09-17 13:16:07,2,9,,,,,,,,,O,1,,7,,,,,71,50,TSHE02
177611479020004,36229273010760,,2012,2,1,122,3436,1,1,95.0,6.1,40,47,18,63,100,3,1,,1,2013-03-07 19:06:42,2024-09-17 13:16:07,2,9,,,,,,,,,O,1,,16,,,,,,,
177611480020004,36229273010760,,2012,2,1,122,3436,1,2,95.0,5.4,37,45,18,60,100,3,1,,1,2013-03-07 19:06:42,2024-09-17 13:16:07,2,9,,,,,,,,,O,1,,16,,,,,,,
177611481020004,36229273010760,,2012,2,1,122,3436,1,3,95.0,5.0,33,45,18,53,100,4,1,,1,2013-03-07 19:06:42,2024-09-17 13:16:07,2,9,,,,,,,,,O,1,,16,,,,,,,
177611553020004,36229292010760,,2012,2,1,122,58409,1,1,95.0,4.1,22,39,18,39,100,3,1,,1,2013-03-07 19:06:44,2024-09-17 13:16:07,2,9,,,,,,,,,O,3,,16,,,,,,,
177611554020004,36229292010760,,2012,2,1,122,58409,1,2,95.0,4.0,27,24,18,70,100,3,1,,1,2013-03-07 19:06:44,2024-09-17 13:16:07,2,9,,,,,,,,,O,3,,16,,,,,,,
177611555020004,36229292010760,,2012,2,1,122,58409,1,3,95.0,3.7,22,31,18,47,100,4,1,,1,2013-03-07 19:06:44,2024-09-17 13:16:07,2,9,,,,,,,,,O,3,,16,,,,,,,
177611760020004,53398245010760,,2012,2,1,122,52273,1,1,94.0,5.2,26,86,18,28,100,1,1,,1,2013-03-07 19:06:58,2024-09-17 13:16:07,2,9,,,,,,,,,O,1,,16,,,,,21,50,TSHE02
177611761020004,53398245010760,,2012,2,1,122,52273,1,2,94.0,8.1,37,136,18,32,100,2,1,,1,2013-03-07 19:06:58,2024-09-17 13:16:07,2,9,,,,,,,,,O,1,,16,,,,,27,50,TSHE02
177611762020004,53398245010760,,2012,2,1,122,52273,1,3,94.0,7.1,34,90,18,36,100,3,1,,1,2013-03-07 19:06:58,2024-09-17 13:16:07,2,9,,,,,,,,,O,1,,16,,,,,28,50,TSHE02
177611876020004,53398247010760,,2012,2,1,201,7223,1,1,351.0,7.6,41,20,45,65,50,1,1,,1,2013-03-21 13:56:08,2024-09-17 13:16:07,2,9,,,,,,,,,O,3,,8,,,,,,,
177611877020004,53398247010760,,2012,2,1,201,7223,1,2,351.0,8.7,43,20,45,68,50,1,1,,1,2013-03-21 13:56:08,2024-09-17 13:16:07,2,9,,,,,,,,,O,3,,8,,,,,,,
177611878020004,53398247010760,,2012,2,1,201,7223,1,3,351.0,8.0,39,19,45,64,50,1,1,,1,2013-03-21 13:56:08,2024-09-17 13:16:07,2,9,,,,,,,,,O,3,,8,,,,,,,
177611879020004,53398247010760,,2012,2,1,201,7223,2,4,98.0,5.2,30,18,17,83,100,4,1,,1,2013-03-21 13:56:08,2024-09-17 13:16:07,2,9,,,,,,,,,O,3,,9,,,,,77,50,PISI01
177611880020004,53398247010760,,2012,2,1,201,7223,2,5,98.0,7.1,36,23,17,86,100,4,1,,1,2013-03-21 13:56:08,2024-09-17 13:16:07,2,9,,,,,,,,,O,3,,9,,,,,73,50,PISI01
177611881020004,53398247010760,,2012,2,1,201,7223,2,6,98.0,7.6,38,18,17,105,100,4,1,,1,2013-03-21 13:56:08,2024-09-17 13:16:07,2,9,,,,,,,,,O,3,,9,,,,,90,50,PISI01
177611982020004,53398252010760,,2012,2,1,282,46251,1,6,98.0,13.9,76,82,17,82,100,2,1,,1,2013-03-07 19:07:00,2024-09-17 13:16:07,2,9,,0,,,,,,,N,3,,9,,,,,56,50,PISI01
177611978020004,53398252010760,,2012,2,1,282,46251,1,2,98.0,18.3,84,111,17,76,100,3,1,,1,2013-03-07 19:07:00,2024-09-17 13:16:07,2,9,,,,,,,,,O,3,,9,,,,,54,50,PISI01
177611979020004,53398252010760,,2012,2,1,282,46251,1,3,98.0,16.5,80,95,17,79,100,3,1,,1,2013-03-07 19:07:00,2024-09-17 13:16:07,2,9,,,,,,,,,O,3,,9,,,,,55,50,PISI01
177612037020004,53398253010760,,2012,2,1,20,34158,1,1,375.0,14.5,80,86,47,62,50,4,1,,1,2013-03-07 19:07:00,2024-09-17 13:16:07,2,9,,0,,,,,,,N,3,,4,,,,,,,
177612080020004,53398254010760,,2012,2,1,232,17549,1,4,263.0,17.9,79,75,13,90,100,2,1,,1,2013-03-07 19:07:00,2024-09-17 13:16:07,2,9,,,,,,,,,O,3,,9,,,,,68,50,TSHE02
177612082020004,53398254010760,,2012,2,1,232,17549,2,6,98.0,16.8,77,85,17,81,100,4,1,,1,2013-03-07 19:07:00,2024-09-17 13:16:07,2,9,,,,,,,,,O,1,,9,,,,,56,50,PISI01
177612083020004,53398254010760,,2012,2,1,232,17549,2,7,98.0,20.7,85,81,17,92,100,4,1,,1,2013-03-07 19:07:00,2024-09-17 13:16:07,2,9,,,,,,,,,O,1,,9,,,,,64,50,PISI01
177612084020004,53398254010760,,2012,2,1,232,17549,2,8,98.0,17.6,78,86,17,82,100,4,1,,1,2013-03-07 19:07:00,2024-09-17 13:16:07,2,9,,,,,,,,,O,1,,9,,,,,56,50,PISI01
177612193020004,53398255010760,,2012,2,1,261,19587,1,1,264.0,10.7,42,96,24,41,100,1,1,,1,2013-03-07 19:07:01,2024-09-17 13:16:07,2,9,,,,,,,,,O,3,,9,,,,,27,50,TSHE01
177612194020004,53398255010760,,2012,2,1,261,19587,1,2,264.0,12.2,46,139,24,37,100,2,1,,1,2013-03-07 19:07:01,2024-09-17 13:16:07,2,9,,,,,,,,,O,3,,9,,,,,24,50,TSHE01
177612195020004,53398255010760,,2012,2,1,261,19587,1,3,264.0,11.6,47,109,24,43,100,2,1,,1,2013-03-07 19:07:01,2024-09-17 13:16:07,2,9,,,,,,,,,O,3,,9,,,,,28,50,TSHE01
177612275020004,53398258010760,,2012,2,1,280,15381,1,1,264.0,5.5,31,62,24,40,100,2,1,,1,2013-03-07 19:07:02,2024-09-17 13:16:07,2,9,,,,,,,,,O,3,,9,,,,,26,50,TSHE01
